codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,status,modalidad,jornada,plan
00-15-0985-46,01-314,CIUDAD CAPITAL,ZONA 15,COLEGIO BILINGUE VISTA HERMOSA,15 AVE. 5-50 VISTA HERMOSA III,22475757,PLINIO IVAN HERNANDEZ,OSCAR VINICIO MUÑOZ CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-15-0987-46,01-314,CIUDAD CAPITAL,ZONA 15,COLEGIO VALLE VERDE,15 AVE. 3-80 ZONA 15,23131083,PLINIO IVAN HERNANDEZ,GLADYS ASENNETH TAGER OZAETA DE ECHEVERRIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-15-0988-46,01-314,CIUDAD CAPITAL,ZONA 15,COLEGIO AMERICANO DE GUATEMALA,11 CALLE 15-79 VISTA HERMOSA III,25009595,PLINIO IVAN HERNANDEZ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-15-2390-46,01-505,CIUDAD CAPITAL,ZONA 15,COLEGIO POOLE TRENNERT,BOULEVAR VISTA HERMOSA 23-31 COLONIA VISTA HERMOSA I,23692024,MARIA TERESA MILIAN AVILES,,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-15-8285-46,01-503,CIUDAD CAPITAL,ZONA 15,COLEGIO CARL ROGERS,0 CALLE 18-40 VISTA HERMOSA II,23691565,MARIA TERESA MILIAN AVILES,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-15-9162-46,01-644,CIUDAD CAPITAL,ZONA 15,COLEGIO SINIBALDI,8A. AVENIDA 17-19 COLONIA EL MAESTRO,24847817,LIGIA DEL ROSARIO RICCI VELASQUEZ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-15-9304-46,01-314,CIUDAD CAPITAL,ZONA 15,CENTRO EDUCATIVO TERRA NOVA,21 AV. 3-36 VISTA HERMOSA 1,23691085,PLINIO IVAN HERNANDEZ,ANA KRISTINA FERNÁNDEZ RIVERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-0004-46,01-509,CIUDAD CAPITAL,ZONA 16,LICEO CENTROAMERICANO,4A. CALLE 1-24 SANTA ROSITA,22559541,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,DORA LEONOR URRUTIA MORALES DE MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-0006-46,01-509,CIUDAD CAPITAL,ZONA 16,COLEGIO GUATEMALTECO BILINGUE,0 AVENIDA 0-00 BOULEVARD ACATAN,22559540,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,FABIOLA LORENA REBECA ARIAS FERNÁNDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-0016-46,01-503,CIUDAD CAPITAL,ZONA 16,COLEGIO LOS ANGELES,FINCA EL PULTÉ SANTA ROSITA,55210419,MARIA TERESA MILIAN AVILES,ANA ELIZABETH ZEPEDA ZAMORA DE ESQUINÁ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-0017-46,01-645,CIUDAD CAPITAL,ZONA 16,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA SANTA ROSITA,4A. AVENIDA 05-72 COLONIA SANTA ROSITA,22559038,ALBA MARICELA JOR PORTILLO,LUIS FELIPE OLIVA TORRES,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-16-0020-46,01-509,CIUDAD CAPITAL,ZONA 16,CENTRO EDUCATIVO DE ALTO RENDIMIENTO,BOULEVAR RAFAEL LANDÍIVAR 10-05 ZONA 16 CENTRO COMERCIAL PASEO CAYALA GUATEMALA,24938550,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,PEM. BETTY CONSUELO GARCÍA BERNAL DE CASTAÑEDA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SEMIPRESENCIAL
00-16-0770-46,01-509,CIUDAD CAPITAL,ZONA 16,COLEGIO VON HUMBOLDT,27 AVENIDA 15-00 JARDINES DE SAN ISIDRO.,23653706,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,ANA ELIZABETH LAZO CIFUENTES DE RODRÍGUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-0998-46,01-509,CIUDAD CAPITAL,ZONA 16,COLEGIO INTERAMERICANO,11 AVENIDA 06-75 INTERIOR 1 ZONA 16 GUATEMALA,22002990,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,MARÍA VICTORIA PIRA MARTINEZ DE QUIÑONEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-0999-46,01-508,CIUDAD CAPITAL,ZONA 16,INSTITUTO AUSTRIACO GUATEMALTECO,BOULEVARD AUSTRIACO 23-90,23091900,MANUEL MARIA CANO CASTRO,MÓNICA GARCÍA GONZALEZ DE GAVARRETE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-7197-46,01-509,CIUDAD CAPITAL,ZONA 16,COLEGIO BILINGUE LOURDES,1A. CALLE 9-21 COLONIA LOURDES,22565336,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,LUISA FERNANDA ALVARADO ARRIAGA DE QUEZADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-7773-46,01-508,CIUDAD CAPITAL,ZONA 16,COLEGIO EL SAGRADO CORAZON DE JESUS,27 CALLE 12-69 ACATAN,23273232,MANUEL MARIA CANO CASTRO,CATALINA FLORIS NOGUÉ DE GONZÁLEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-8290-46,01-509,CIUDAD CAPITAL,ZONA 16,COLEGIO CRISTIANO BILINGUE EL SHADDAI,COLONIA KANAJUYU ALDEA SAN GASPAR,23338854,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,MARIA LUISA ORTIZ DE FLORES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-8611-46,01-505,CIUDAD CAPITAL,ZONA 16,CENTRO ACADEMICO SANTA VICTORIA,1AV. 2-27 CALLE REAL CONCEPCION LAS LOMAS,23640260,MARIA TERESA MILIAN AVILES,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-8858-46,01-403,CIUDAD CAPITAL,ZONA 16,COLEGIO INTEGRADO DE COMPUTACION 'LA ASUNCION',1A. AVENIDA 2-27 CONCEPCION LAS LOMAS,23640260,CARLOS HUMBERTO GONZALEZ DE LEON,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
00-16-9364-46,01-508,CIUDAD CAPITAL,ZONA 16,COLEGIO SUIZO AMERICANO,12 CALLE 16-02 ACATAN,23798181,MANUEL MARIA CANO CASTRO,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-9537-46,01-508,CIUDAD CAPITAL,ZONA 16,COLEGIO VIENA GUATEMALTECO,20 AVENIDA 20-45,23239191,MANUEL MARIA CANO CASTRO,JUAN PABLO SOLIS ROSSELL,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-9558-46,01-509,CIUDAD CAPITAL,ZONA 16,CENTRO EDUCATIVO APARICIO,12A. AVENIDA Y 4A. CALLE #86 ALDEA ACATAN,22611359,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,ENMA LORENA RUANO GARCÍA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-16-9704-46,01-509,CIUDAD CAPITAL,ZONA 16,COLEGIO EXPERIMENTAL CRISTIANO VERBO NO. 1,DIAGONAL 34 (CALLE REAL ACATÁN) 31-43,22142424,MARIA ELENA LACAN HUITZ DE DE LA CRUZ,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-0011-46,01-106,CIUDAD CAPITAL,ZONA 17,CENTRO EDUCATIVO DE INFORMATICA SINAI,MANZANA 33 LOTE 6 CANTON CENTRAL ALDEA CANALITOS,22584390,CESAR ARNOLDO MARTINEZ GARCIA,MIRIAM MENDEZ VASQUEZ DE CARIAS,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-17-0014-46,01-105,CIUDAD CAPITAL,ZONA 17,CENTRO EDUCATIVO DE INFORMATICA SINAI,MANZANA 33 LOTE 6 CANTON CENTRAL ALDEA CANALITOS,22584390,SANTOS VICTORINO VASQUEZ PAXTOR,MIRIAM MENDEZ VASQUEZ DE CARIAS,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-17-0022-46,01-105,CIUDAD CAPITAL,ZONA 17,COLEGIO MONTANO PORTAL LOS ALAMOS,13 CALLE 3-05,23000900,SANTOS VICTORINO VASQUEZ PAXTOR,WHENDOLYN BETZABE ESTRADA CANIZALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-0023-46,01-105,CIUDAD CAPITAL,ZONA 17,COLEGIO PANAMERICANO,PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96 4TO. NIVEL,22028888,SANTOS VICTORINO VASQUEZ PAXTOR,DELFINA MARISOL PAZOS RAMOS DE AYALA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-0028-46,01-105,CIUDAD CAPITAL,ZONA 17,COLEGIO PANAMERICANO,PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96 4TO. NIVEL,22028888,SANTOS VICTORINO VASQUEZ PAXTOR,DELFINA MARISOL PAZOS RAMOS DE AYALA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-0038-46,01-105,CIUDAD CAPITAL,ZONA 17,LICEO CRISTIANO ROCA DE AYUDA,1A. CALLE 1-40 SABANA ARRIBA,22612406,SANTOS VICTORINO VASQUEZ PAXTOR,MONICA LUCRECIA RODAS HURTARTE DE TEJEDA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-4562-46,01-105,CIUDAD CAPITAL,ZONA 17,COLEGIO MIXTO JUAN BAUTISTA ALBERDI,8 AVE. 9-77 RESIDENCIALES VISTALSUR,22581142,SANTOS VICTORINO VASQUEZ PAXTOR,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-4748-46,01-106,CIUDAD CAPITAL,ZONA 17,COLEGIO CONTINENTAL AMERICANO,RUTA AL ATLANTICO KM 9.5,22583336,CESAR ARNOLDO MARTINEZ GARCIA,CLAUDIA ELIZABETH RIZO REYES DE TRUJILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-8771-46,01-105,CIUDAD CAPITAL,ZONA 17,INSTITUTO PRIVADO DE VARONES Y ESCUELA PREPARATORIA ANEXA,13 AVENIDA 26-25 ACATAN,23273200,SANTOS VICTORINO VASQUEZ PAXTOR,DORA AMARILIS ESCOBAR DE QUIÑONEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-8778-46,01-407,CIUDAD CAPITAL,ZONA 17,COLEGIO MIXTO DEL PARQUE,19 AVENIDA 'B' 10-69 COLONIA LOMAS DEL NORTE,22551241,CARLOS HUMBERTO GONZALEZ DE LEON,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,SABATINO
00-17-8962-46,01-105,CIUDAD CAPITAL,ZONA 17,COLEGIO CORPORATIVO COMERCIO,LOTE 13 MANZANA 57 CANTON CENTRAL CANALITOS,42646509,SANTOS VICTORINO VASQUEZ PAXTOR,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-17-9134-46,01-105,CIUDAD CAPITAL,ZONA 17,CENTRO EDUCATIVO DE INFORMATICA SINAI,CALLE PRINCIPAL MANZANA 33 LOTE 6 CANTON CENTRAL CANALITOS,22584390,SANTOS VICTORINO VASQUEZ PAXTOR,,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-9135-46,01-106,CIUDAD CAPITAL,ZONA 17,CENTRO EDUCATIVO DE INFORMATICA SINAI,MANZANA 33 LOTE 6 CANTON CENTRAL ALDEA CANALITOS,22584390,CESAR ARNOLDO MARTINEZ GARCIA,MIRIAM MENDEZ VASQUEZ DE CARIAS,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-17-9738-46,01-105,CIUDAD CAPITAL,ZONA 17,LICEO CRISTIANO ROCA DE AYUDA,1A. CALLE 1-40 SABANA ARRIBA,22612400,SANTOS VICTORINO VASQUEZ PAXTOR,MONICA LUCRECIA RODAS HURTARTE DE TEJEDA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-9767-46,01-105,CIUDAD CAPITAL,ZONA 17,COLEGIO PANAMERICANO,PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96 4TO. NIVEL,22028888,SANTOS VICTORINO VASQUEZ PAXTOR,DELFINA MARISOL PAZOS DE AYALA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-17-9769-46,01-106,CIUDAD CAPITAL,ZONA 17,COLEGIO PANAMERICANO,PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96 4TO. NIVEL,22561304-22560465,CESAR ARNOLDO MARTINEZ GARCIA,DELFINA MARISOL PAZOS DE AYALA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-17-9771-46,01-106,CIUDAD CAPITAL,ZONA 17,COLEGIO PANAMERICANO,PLAZA NOR-ORIENTE CA-9 NORTE RUTA AL ATLANTICO 06-96 4TO. NIVEL,22560465-22560465,CESAR ARNOLDO MARTINEZ GARCIA,DELFINA MARISOL PAZOS DE AYALA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0004-46,01-403,CIUDAD CAPITAL,ZONA 18,LICEO FRANCO GUATEMALTECO,MANZANA 19 LOTE 627 COLONIA MAYA,22604562,CARLOS HUMBERTO GONZALEZ DE LEON,EVELIN SIOMARA FRANCO CHUR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0005-46,01-403,CIUDAD CAPITAL,ZONA 18,LICEO FRANCO GUATEMALTECO,MANZANA 19 LOTE 627 COLONIA MAYA,30720249,CARLOS HUMBERTO GONZALEZ DE LEON,EVELIN SIOMARA FRANCO CHUR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0011-46,01-403,CIUDAD CAPITAL,ZONA 18,INSTITUTO MIXTO EXDUCERE,12 CALLE 23-60 PARAISO II,22570171,CARLOS HUMBERTO GONZALEZ DE LEON,ELISEO CANO ACOSTA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0020-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO MIXTO EVANGELICO FUENTE DE ENSENANZA,LOTE 102 SECCION C COLONIA ILUSIONES,59452532,ZUHILEM YESENIA ESTRADA ORTIZ,ANTONIA MENENDEZ BARRERA DE ZELADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0022-46,01-106,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO BRASIL,LOTE 32 33 Y 34 SECTOR 4 MANZANA 3 RESIDENCIALES SAN ANTONIO,42283980,CESAR ARNOLDO MARTINEZ GARCIA,AMANDA ELOISA MONTES REINA DE FLORES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0023-46,01-106,CIUDAD CAPITAL,ZONA 18,LICEO CRISTIANO BRASIL,MANZANA 3 RESIDENCIALES SAN ANTONIO,43069501,CESAR ARNOLDO MARTINEZ GARCIA,AMANDA ELOISA MONTES REINA DE FLORES,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0032-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO EVANGELICO MARANATHA,4A. AVENIDA 8-31 RESIDENCIALES ATLANTIDA,22561073,ZUHILEM YESENIA ESTRADA ORTIZ,CONSUELO MUNGUIA GUZMAN DE MUY,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0034-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO MIXTO LLANO LARGO,RUTA AL ATLANTICO RESIDENCIALES JARDINES DEL ROSARIO KILOMETRO 16.5 MANZANA B LOTES 8 Y 9,22555512,CESAR ARNOLDO MARTINEZ GARCIA,VILMA BEATRIZ CAMPOS CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0042-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO VILLA REAL ATLANTICO 1,LOTE 5 A SECTOR 4 KM. 14.5 RUTA AL ATLANTICO RESIDENCIALES SOLUNA,55515868,CESAR ARNOLDO MARTINEZ GARCIA,DEBORA CECILIA ALDANA FAJARDO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0045-46,01-110,CIUDAD CAPITAL,ZONA 18,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,LOTE 60 MANZANA 4 COLONIA EL ROSARIO,22554484,ZUHILEM YESENIA ESTRADA ORTIZ,ELBA MARINA MALDONADO DEL CID,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0049-46,01-106,CIUDAD CAPITAL,ZONA 18,LICEO RICHARD STALLMAN,KM. 12.5 LOTE 2 CARRETERA AL ATLANTICO ALDEA LO DE RODRIGUEZ,54705215,CESAR ARNOLDO MARTINEZ GARCIA,GLADYS EUGENIA ORTIZ MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0052-46,01-106,CIUDAD CAPITAL,ZONA 18,LICEO RICHARD STALLMAN,KM. 12.5 LOTE 2 CARRETERA AL ATLANTICO ALDEA LO DE RODRIGUEZ,22614848,CESAR ARNOLDO MARTINEZ GARCIA,GLADYS EUGENIA ORTIZ MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0057-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,LOTE 60 MANZANA 4 COLONIA EL ROSARIO,22554484,CESAR ARNOLDO MARTINEZ GARCIA,ELBA MARINA MALDONADO DEL CID,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0058-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO TECNOLOGICO HOMBRE DE NAZARETH,LOTE 60 MANZANA 4 COLONIA EL ROSARIO,22554484,CESAR ARNOLDO MARTINEZ GARCIA,ELBA MARINA MALDONADO DEL CID,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0062-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO BAUTISTA SHALOM,35 AV. 00-39 CARRETERA AL TLANTICO,25053535,CESAR ARNOLDO MARTINEZ GARCIA,MILDRED MARIELA MÉNDEZ LOENZANA DE CONDE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0064-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO BAUTISTA SHALOM,35 AV. 00-39 CARRRETERA AL ATLANTICO,25053535,CESAR ARNOLDO MARTINEZ GARCIA,MILDRED MARIELA MÉNDEZ LOENZANA DE CONDE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0065-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO BAUTISTA SHALOM,35 AV. 00-39 CARRETERA AL ATLANTICO,25053535,CESAR ARNOLDO MARTINEZ GARCIA,MILDRED MARIELA MÉNDEZ LOENZANA DE CONDE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0070-46,01-106,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,,CESAR ARNOLDO MARTINEZ GARCIA,EVGENY FRINE POLANCO VILLATORO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0073-46,01-110,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,22584390,ZUHILEM YESENIA ESTRADA ORTIZ,EVGENY FRINE POLANCO VILLATORO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0075-46,01-106,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,22584390,CESAR ARNOLDO MARTINEZ GARCIA,EVGENY FRINE POLANCO VILLATORO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0077-46,01-106,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO INMACULADA CONCEPCION,27 AVENIDA 31-39 LAS TAPIAS,22584390,CESAR ARNOLDO MARTINEZ GARCIA,EVGENY FRINE POLANCO VILLATORO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0081-46,01-106,CIUDAD CAPITAL,ZONA 18,INSTITUTO NACIONAL MIXTO DE EDUCACION DIVERSIFICADA SAN PASCUAL III,KM. 15 RUTA AL ATLANTICO,22555260,CESAR ARNOLDO MARTINEZ GARCIA,VILMA EBELIN PINEDA GONZALEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0097-46,01-104,CIUDAD CAPITAL,ZONA 18,LICEO SAN RAFAEL ARCANGEL,10A. CALLE 2-19 COLONIA SAN RAFAEL I,55148606,ISRAEL PORTILLO HERNANDEZ,JOSEFA AMELIA LOPEZ URRUTIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0100-46,01-104,CIUDAD CAPITAL,ZONA 18,LICEO SAN RAFAEL ARCANGEL,10A. CALLE 2-19 COLONIA SAN RAFAEL I,41505233,ISRAEL PORTILLO HERNANDEZ,JOSEFA AMELIA LOPEZ URRUTIA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0106-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO PARTICULAR MIXTO SAN RAFAEL,LOTE 21 ALDEA LO DE RODRIGUEZ KM 12.5 RUTA AL ATLANTICO,58685327,CESAR ARNOLDO MARTINEZ GARCIA,OSCAR DAVID RODENAS CUESI,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0108-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO PARTICULAR MIXTO SAN RAFAEL,LOTE 21 ALDEA LO DE RODRGUEZ KM 12.5 RUTA AL ATLANTICO,30415710,CESAR ARNOLDO MARTINEZ GARCIA,OSCAR DAVID RODENAS CUESI,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA
00-18-0109-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO PARTICULAR MIXTO SAN RAFAEL,LOTE 21 ALDEA LO DE RODRIGUEZ KM 12.5 RUTA AL ATLANTICO,30415710,CESAR ARNOLDO MARTINEZ GARCIA,OSCAR DAVID RODENAS CUESI,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA
00-18-0127-46,01-111,CIUDAD CAPITAL,ZONA 18,COLEGIO BUENA VISTA,35 AVENIDA A 23-31 RESIDENCIALES SAN RAFAEL BUENA VISTA,22424713,ROSA ALBA LOPEZ PIRIR,YOLANDA AGUILAR LORENZANA DE CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0138-46,01-403,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACION C.S.S.,13A. AVENIDA 6-46,22561189,CARLOS HUMBERTO GONZALEZ DE LEON,ANNABELLA EMPERATRIZ JIMENEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
00-18-0140-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO JUVENIL DE COMPUTACION C.S.S.,13A. AVENIDA 13-46 COLONIA LAVARREDA,22561189,ZUHILEM YESENIA ESTRADA ORTIZ,ANNABELLA EMPERATIRZ JIMENEZ CASTELLANOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
00-18-0142-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO MIXTO EVANGELICO FUENTE DE ENSENANZA,LOTE 25 Y 40 DE LA SECCIÓN G COLONIA LAS ILUSIONES,22553762,ZUHILEM YESENIA ESTRADA ORTIZ,VILMA HAYDEE LEMUS RAMIREZ DE LEDERER,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0147-46,01-106,CIUDAD CAPITAL,ZONA 18,COLEGIO CRISTIANO PUEBLO DE DIOS,K.10 RUTA AL ATLAN. MANZ. 3 SECTOR A L.NO. 12 Y 13 RES. STA.CLARA I,22607960,CESAR ARNOLDO MARTINEZ GARCIA,MAELY CORDON IPIÑA,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0148-46,01-111,CIUDAD CAPITAL,ZONA 18,CENTRO EDUCATIVO JUAN PABLO II,14 CALLE A 3-02 SAN RAFAEL III,22571320,ROSA ALBA LOPEZ PIRIR,IRIS MAGNOLIA GARCIA SAMAYOA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
00-18-0154-46,01-110,CIUDAD CAPITAL,ZONA 18,LICEO CUMORAH PINOS,31 CALLE B 28-97 ALDEA LAS TAPIAS,22603106,ZUHILEM YESENIA ESTRADA ORTIZ,MARIA ANTONIA CAP GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
